Date,Open,High,Low,Close
8-August-1991,,,,206.59,
9-August-1991,,,,210.88,
12-August-1991,,,,211.38,
13-August-1991,,,,213.23,
14-August-1991,,,,215.30,
16-August-1991,,,,216.96,
19-August-1991,,,,218.82,
20-August-1991,,,,214.89,
21-August-1991,,,,214.17,
22-August-1991,,,,219.59,
23-August-1991,,,,226.23,
26-August-1991,,,,230.44,
27-August-1991,,,,230.40,
28-August-1991,,,,230.38,
30-August-1991,,,,224.77,
3-September-1991,,,,221.41,
4-September-1991,,,,219.91,
5-September-1991,,,,224.84,
6-September-1991,,,,225.69,
10-September-1991,,,,225.25,
13-September-1991,,,,229.76,
16-September-1991,,,,236.80,
17-September-1991,,,,233.15,
18-September-1991,,,,233.75,
20-September-1991,,,,229.38,
24-September-1991,,,,226.70,
25-September-1991,,,,226.23,
26-September-1991,,,,223.10,
27-September-1991,,,,229.65,
30-September-1991,,,,233.11,
1-October-1991,,,,231.18,
3-October-1991,,,,225.75,
4-October-1991,,,,222.38,
7-October-1991,,,,222.66,
9-October-1991,,,,214.45,
10-October-1991,,,,217.65,
11-October-1991,,,,219.80,
14-October-1991,,,,215.51,
15-October-1991,,,,214.27,
16-October-1991,,,,219.46,
18-October-1991,,,,221.39,
21-October-1991,,,,219.37,
22-October-1991,,,,222.36,
23-October-1991,,,,220.89,
24-October-1991,,,,222.24,
26-October-1991,,,,224.32,
29-October-1991,,,,231.37,
30-October-1991,,,,229.41,
31-October-1991,,,,231.22,
1-November-1991,,,,233.13,
5-November-1991,,,,235.42,
8-November-1991,,,,234.37,
11-November-1991,,,,233.95,
12-November-1991,,,,233.42,
13-November-1991,,,,233.73,
14-November-1991,,,,236.04,
15-November-1991,,,,234.66,
18-November-1991,,,,224.96,
19-November-1991,,,,230.87,
20-November-1991,,,,230.65,
22-November-1991,,,,227.50,
26-November-1991,,,,224.91,
27-November-1991,,,,224.27,
28-November-1991,,,,223.87,
29-November-1991,,,,229.41,
2-December-1991,,,,230.23,
3-December-1991,,,,228.88,
4-December-1991,,,,228.01,
5-December-1991,,,,226.02,
6-December-1991,,,,227.83,
9-December-1991,,,,226.41,
10-December-1991,,,,224.29,
11-December-1991,,,,222.81,
12-December-1991,,,,219.99,
16-December-1991,,,,217.76,
17-December-1991,,,,217.08,
18-December-1991,,,,218.86,
19-December-1991,,,,224.18,
20-December-1991,,,,224.64,
23-December-1991,,,,232.06,
24-December-1991,,,,233.62,
1-January-1992,,,,237.38,
2-January-1992,,,,239.99,
3-January-1992,,,,241.50,
6-January-1992,,,,236.61,
7-January-1992,,,,236.48,
8-January-1992,,,,234.79,
9-January-1992,,,,236.86,
13-January-1992,,,,241.18,
14-January-1992,,,,242.27,
15-January-1992,,,,245.45,
16-January-1992,,,,244.03,
17-January-1992,,,,252.54,
20-January-1992,,,,252.20,
21-January-1992,,,,255.16,
22-January-1992,,,,257.17,
23-January-1992,,,,260.65,
24-January-1992,,,,261.64,
27-January-1992,,,,265.10,
29-January-1992,,,,271.31,
30-January-1992,,,,279.97,
31-January-1992,,,,282.00,
3-February-1992,,,,277.32,
4-February-1992,,,,277.12,
5-February-1992,,,,278.66,
6-February-1992,,,,281.30,
7-February-1992,,,,271.37,
10-February-1992,,,,280.70,
12-February-1992,,,,287.03,
13-February-1992,,,,290.08,
17-February-1992,,,,308.59,
18-February-1992,,,,305.88,
19-February-1992,,,,302.13,
20-February-1992,,,,309.38,
21-February-1992,,,,310.22,
24-February-1992,,,,313.79,
26-February-1992,,,,328.62,
27-February-1992,,,,336.62,
28-February-1992,,,,340.68,
29-February-1992,,,,350.05,
2-March-1992,,,,409.18,
3-March-1992,,,,428.45,
9-March-1992,,,,477.20,
10-March-1992,,,,444.96,
11-March-1992,,,,406.25,
12-March-1992,,,,429.61,
13-March-1992,,,,434.55,
16-March-1992,,,,434.46,
17-March-1992,,,,427.52,
18-March-1992,,,,424.85,
20-March-1992,,,,443.42,
24-March-1992,,,,490.94,
25-March-1992,,,,515.37,
27-March-1992,,,,511.80,
30-March-1992,,,,555.57,
31-March-1992,,,,585.19,
2-April-1992,,,,591.52,
3-April-1992,,,,576.20,
6-April-1992,,,,547.40,
7-April-1992,,,,526.32,
8-April-1992,,,,563.41,
10-April-1992,,,,552.13,
13-April-1992,,,,551.75,
22-April-1992,,,,564.82,
28-April-1992,,,,520.11,
29-April-1992,,,,486.52,
30-April-1992,,,,501.30,
6-May-1992,,,,453.99,
7-May-1992,,,,459.11,
11-May-1992,,,,426.57,
12-May-1992,,,,373.04,
13-May-1992,,,,418.86,
14-May-1992,,,,412.44,
18-May-1992,,,,414.25,
19-May-1992,,,,423.81,
20-May-1992,,,,427.69,
22-May-1992,,,,414.08,
25-May-1992,,,,412.80,
26-May-1992,,,,402.97,
27-May-1992,,,,384.71,
28-May-1992,,,,363.89,
29-May-1992,,,,361.16,
1-June-1992,,,,352.71,
2-June-1992,,,,369.15,
3-June-1992,,,,371.00,
4-June-1992,,,,356.14,
5-June-1992,,,,365.14,
8-June-1992,,,,366.30,
9-June-1992,,,,375.57,
10-June-1992,,,,374.39,
25-June-1992,,,,371.89,
26-June-1992,,,,371.45,
15-July-1992,,,,358.31,
16-July-1992,,,,344.41,
17-July-1992,,,,342.95,
20-July-1992,,,,347.87,
21-July-1992,,,,349.82,
22-July-1992,,,,346.07,
23-July-1992,,,,332.27,
27-July-1992,,,,340.37,
28-July-1992,,,,344.85,
29-July-1992,,,,336.28,
30-July-1992,,,,330.30,
31-July-1992,,,,331.05,
3-August-1992,,,,326.24,
4-August-1992,,,,322.18,
5-August-1992,,,,315.91,
6-August-1992,,,,301.43,
7-August-1992,,,,307.51,
10-August-1992,,,,311.46,
11-August-1992,,,,317.32,
12-August-1992,,,,316.39,
14-August-1992,,,,329.16,
17-August-1992,,,,341.75,
18-August-1992,,,,343.35,
19-August-1992,,,,349.73,
20-August-1992,,,,351.60,
21-August-1992,,,,356.76,
24-August-1992,,,,359.40,
25-August-1992,,,,351.09,
26-August-1992,,,,346.78,
27-August-1992,,,,354.12,
28-August-1992,,,,358.54,
1-September-1992,,,,362.61,
2-September-1992,,,,360.74,
3-September-1992,,,,366.20,
4-September-1992,,,,374.64,
7-September-1992,,,,381.87,
8-September-1992,,,,379.88,
9-September-1992,,,,378.78,
11-September-1992,,,,383.44,
14-September-1992,,,,388.64,
15-September-1992,,,,403.09,
16-September-1992,,,,401.24,
17-September-1992,,,,400.82,
18-September-1992,,,,403.47,
21-September-1992,,,,396.31,
22-September-1992,,,,401.55,
24-September-1992,,,,397.41,
25-September-1992,,,,399.30,
28-September-1992,,,,398.48,
29-September-1992,,,,391.37,
30-September-1992,,,,405.89,
1-October-1992,,,,400.16,
6-October-1992,,,,399.42,
8-October-1992,,,,394.38,
9-October-1992,,,,401.42,
12-October-1992,,,,392.05,
13-October-1992,,,,391.26,
14-October-1992,,,,383.90,
15-October-1992,,,,379.96,
20-October-1992,,,,376.05,
21-October-1992,,,,364.26,
22-October-1992,,,,367.91,
25-October-1992,,,,369.06,
28-October-1992,,,,357.29,
29-October-1992,,,,353.34,
30-October-1992,,,,350.30,
3-November-1992,,,,358.87,
4-November-1992,,,,360.43,
5-November-1992,,,,349.88,
6-November-1992,,,,345.01,
9-November-1992,,,,337.54,
11-November-1992,,,,325.50,
12-November-1992,,,,329.09,
13-November-1992,,,,325.53,
18-November-1992,,,,314.47,
19-November-1992,,,,307.35,
20-November-1992,,,,308.44,
23-November-1992,,,,312.06,
24-November-1992,,,,313.91,
25-November-1992,,,,317.15,
26-November-1992,,,,311.56,
27-November-1992,,,,310.51,
30-November-1992,,,,310.67,
1-December-1992,,,,314.81,
2-December-1992,,,,318.28,
3-December-1992,,,,318.42,
4-December-1992,,,,327.12,
10-December-1992,,,,314.39,
11-December-1992,,,,311.47,
14-December-1992,,,,306.62,
15-December-1992,,,,305.02,
16-December-1992,,,,296.03,
17-December-1992,,,,294.79,
18-December-1992,,,,301.50,
21-December-1992,,,,307.42,
22-December-1992,,,,311.47,
23-December-1992,,,,310.80,
24-December-1992,,,,314.76,
4-January-1993,,,,315.21,
5-January-1993,,,,309.34,
6-January-1993,,,,300.45,
7-January-1993,,,,296.07,
8-January-1993,,,,294.91,
14-January-1993,,,,295.96,
15-January-1993,,,,301.23,
18-January-1993,,,,305.01,
19-January-1993,,,,304.81,
20-January-1993,,,,302.17,
21-January-1993,,,,302.11,
22-January-1993,,,,302.38,
25-January-1993,,,,306.66,
27-January-1993,,,,309.10,
28-January-1993,,,,311.77,
29-January-1993,,,,313.23,
1-February-1993,,,,310.08,
2-February-1993,,,,310.50,
3-February-1993,,,,308.61,
4-February-1993,,,,308.20,
5-February-1993,,,,307.80,
8-February-1993,,,,312.25,
9-February-1993,,,,315.75,
10-February-1993,,,,318.76,
11-February-1993,,,,317.42,
12-February-1993,,,,313.35,
15-February-1993,,,,303.88,
16-February-1993,,,,299.32,
17-February-1993,,,,297.08,
18-February-1993,,,,301.10,
22-February-1993,,,,302.83,
23-February-1993,,,,302.74,
24-February-1993,,,,301.20,
25-February-1993,,,,305.62,
26-February-1993,,,,309.15,
27-February-1993,,,,308.11,
1-March-1993,,,,289.94,
2-March-1993,,,,286.42,
3-March-1993,,,,286.49,
4-March-1993,,,,281.76,
5-March-1993,,,,275.04,
9-March-1993,,,,260.60,
10-March-1993,,,,253.53,
11-March-1993,,,,257.55,
12-March-1993,,,,263.63,
15-March-1993,,,,263.72,
16-March-1993,,,,267.39,
17-March-1993,,,,263.79,
18-March-1993,,,,262.25,
19-March-1993,,,,259.42,
22-March-1993,,,,259.87,
23-March-1993,,,,257.38,
26-March-1993,,,,243.41,
29-March-1993,,,,238.94,
30-March-1993,,,,232.97,
31-March-1993,,,,234.35,
2-April-1993,,,,236.85,
7-April-1993,,,,247.06,
8-April-1993,,,,241.16,
12-April-1993,,,,235.39,
13-April-1993,,,,237.82,
15-April-1993,,,,242.51,
16-April-1993,,,,240.46,
19-April-1993,,,,239.66,
20-April-1993,,,,235.94,
21-April-1993,,,,232.64,
22-April-1993,,,,231.12,
23-April-1993,,,,227.57,
26-April-1993,,,,223.50,
27-April-1993,,,,224.29,
28-April-1993,,,,227.25,
29-April-1993,,,,229.51,
30-April-1993,,,,228.56,
3-May-1993,,,,225.87,
4-May-1993,,,,228.97,
5-May-1993,,,,232.38,
7-May-1993,,,,237.18,
10-May-1993,,,,238.97,
11-May-1993,,,,244.59,
12-May-1993,,,,244.62,
13-May-1993,,,,245.39,
14-May-1993,,,,250.64,
17-May-1993,,,,248.40,
18-May-1993,,,,249.51,
21-May-1993,,,,254.76,
24-May-1993,,,,253.79,
25-May-1993,,,,250.85,
26-May-1993,,,,248.15,
27-May-1993,,,,245.50,
28-May-1993,,,,241.55,
31-May-1993,,,,242.54,
2-June-1993,,,,246.63,
3-June-1993,,,,247.57,
4-June-1993,,,,255.56,
7-June-1993,,,,259.79,
8-June-1993,,,,261.39,
9-June-1993,,,,260.19,
10-June-1993,,,,262.42,
11-June-1993,,,,263.57,
14-June-1993,,,,261.49,
15-June-1993,,,,258.56,
16-June-1993,,,,257.37,
17-June-1993,,,,251.16,
18-June-1993,,,,250.08,
21-June-1993,,,,248.56,
22-June-1993,,,,250.46,
23-June-1993,,,,249.58,
24-June-1993,,,,248.83,
25-June-1993,,,,247.88,
28-June-1993,,,,243.84,
29-June-1993,,,,246.39,
30-June-1993,,,,250.46,
2-July-1993,,,,252.07,
5-July-1993,,,,250.64,
6-July-1993,,,,250.45,
7-July-1993,,,,249.79,
8-July-1993,,,,248.11,
9-July-1993,,,,247.61,
12-July-1993,,,,245.13,
13-July-1993,,,,244.22,
14-July-1993,,,,244.03,
15-July-1993,,,,242.63,
16-July-1993,,,,241.44,
19-July-1993,,,,236.76,
20-July-1993,,,,237.01,
21-July-1993,,,,238.08,
22-July-1993,,,,240.18,
26-July-1993,,,,242.40,
27-July-1993,,,,242.56,
28-July-1993,,,,242.09,
29-July-1993,,,,248.55,
30-July-1993,,,,256.46,
3-August-1993,,,,260.96,
4-August-1993,,,,261.66,
6-August-1993,,,,267.48,
10-August-1993,,,,268.18,
12-August-1993,,,,275.16,
13-August-1993,,,,280.42,
16-August-1993,,,,283.40,
17-August-1993,,,,291.46,
18-August-1993,,,,299.16,
19-August-1993,,,,308.06,
20-August-1993,,,,311.19,
24-August-1993,,,,308.67,
25-August-1993,,,,307.80,
26-August-1993,,,,308.18,
27-August-1993,,,,310.45,
30-August-1993,,,,308.25,
1-September-1993,,,,307.85,
2-September-1993,,,,313.01,
3-September-1993,,,,313.84,
6-September-1993,,,,311.73,
7-September-1993,,,,302.33,
8-September-1993,,,,307.15,
9-September-1993,,,,314.45,
10-September-1993,,,,318.54,
13-September-1993,,,,330.17,
14-September-1993,,,,331.10,
15-September-1993,,,,331.60,
16-September-1993,,,,326.15,
17-September-1993,,,,332.00,
20-September-1993,,,,332.51,
21-September-1993,,,,330.61,
22-September-1993,,,,329.76,
24-September-1993,,,,321.67,
27-September-1993,,,,321.54,
28-September-1993,,,,322.45,
29-September-1993,,,,316.20,
30-September-1993,,,,317.70,
1-October-1993,,,,314.83,
4-October-1993,,,,313.26,
5-October-1993,,,,315.61,
6-October-1993,,,,314.24,
7-October-1993,,,,315.75,
8-October-1993,,,,317.32,
11-October-1993,,,,318.09,
12-October-1993,,,,319.67,
19-October-1993,,,,322.85,
20-October-1993,,,,322.28,
21-October-1993,,,,316.54,
22-October-1993,,,,319.10,
25-October-1993,,,,320.50,
26-October-1993,,,,317.50,
27-October-1993,,,,315.67,
28-October-1993,,,,315.10,
29-October-1993,,,,312.88,
1-November-1993,,,,304.46,
2-November-1993,,,,303.82,
3-November-1993,,,,305.65,
4-November-1993,,,,307.10,
5-November-1993,,,,309.78,
8-November-1993,,,,314.82,
9-November-1993,,,,318.79,
10-November-1993,,,,322.59,
13-November-1993,,,,322.23,
16-November-1993,,,,329.08,
17-November-1993,,,,334.80,
18-November-1993,,,,340.02,
19-November-1993,,,,344.29,
22-November-1993,,,,353.31,
23-November-1993,,,,355.80,
24-November-1993,,,,358.80,
25-November-1993,,,,360.86,
26-November-1993,,,,368.75,
1-December-1993,,,,378.07,
2-December-1993,,,,385.05,
3-December-1993,,,,381.74,
6-December-1993,,,,376.21,
7-December-1993,,,,379.46,
8-December-1993,,,,385.26,
9-December-1993,,,,386.97,
10-December-1993,,,,397.58,
13-December-1993,,,,407.12,
24-December-1993,,,,407.52,
3-January-1994,,,,433.58,
4-January-1994,,,,436.16,
5-January-1994,,,,434.65,
6-January-1994,,,,439.16,
7-January-1994,,,,460.15,
10-January-1994,,,,479.84,
11-January-1994,,,,479.50,
12-January-1994,,,,488.51,
13-January-1994,,,,489.58,
14-January-1994,,,,491.57,
17-January-1994,,,,501.49,
18-January-1994,,,,495.78,
19-January-1994,,,,480.06,
20-January-1994,,,,475.17,
24-January-1994,,,,480.58,
25-January-1994,,,,488.44,
27-January-1994,,,,498.33,
28-January-1994,,,,499.91,
31-January-1994,,,,494.49,
1-February-1994,,,,485.38,
2-February-1994,,,,492.46,
3-February-1994,,,,490.64,
4-February-1994,,,,478.97,
7-February-1994,,,,495.80,
8-February-1994,,,,492.58,
9-February-1994,,,,477.94,
10-February-1994,,,,477.20,
11-February-1994,,,,480.31,
14-February-1994,,,,471.42,
15-February-1994,,,,467.07,
16-February-1994,,,,460.22,
17-February-1994,,,,466.35,
18-February-1994,,,,473.30,
21-February-1994,,,,485.15,
22-February-1994,,,,482.38,
23-February-1994,,,,472.95,
24-February-1994,,,,479.71,
25-February-1994,,,,499.62,
28-February-1994,,,,506.86,
1-March-1994,,,,485.98,
2-March-1994,,,,474.30,
3-March-1994,,,,462.58,
4-March-1994,,,,465.07,
7-March-1994,,,,456.48,
8-March-1994,,,,461.12,
9-March-1994,,,,466.68,
11-March-1994,,,,461.08,
15-March-1994,,,,460.02,
16-March-1994,,,,459.25,
17-March-1994,,,,456.06,
18-March-1994,,,,460.69,
21-March-1994,,,,463.25,
22-March-1994,,,,449.74,
23-March-1994,,,,443.67,
24-March-1994,,,,440.25,
25-March-1994,,,,436.74,
28-March-1994,,,,438.93,
29-March-1994,,,,446.50,
30-March-1994,,,,447.56,
31-March-1994,,,,450.07,
4-April-1994,,,,456.71,
5-April-1994,,,,459.52,
6-April-1994,,,,466.39,
7-April-1994,,,,468.87,
8-April-1994,,,,477.54,
12-April-1994,,,,479.85,
13-April-1994,,,,481.70,
15-April-1994,,,,477.20,
18-April-1994,,,,470.75,
19-April-1994,,,,461.13,
21-April-1994,,,,456.31,
22-April-1994,,,,457.70,
25-April-1994,,,,458.58,
26-April-1994,,,,457.74,
27-April-1994,,,,452.31,
28-April-1994,,,,442.42,
29-April-1994,,,,447.24,
2-May-1994,,,,445.85,
3-May-1994,,,,442.96,
4-May-1994,,,,434.92,
5-May-1994,,,,433.20,
6-May-1994,,,,445.53,
9-May-1994,,,,451.00,
10-May-1994,,,,452.55,
11-May-1994,,,,454.22,
13-May-1994,,,,456.20,
16-May-1994,,,,460.42,
17-May-1994,,,,459.82,
18-May-1994,,,,456.56,
19-May-1994,,,,456.47,
20-May-1994,,,,452.46,
23-May-1994,,,,446.21,
24-May-1994,,,,441.06,
26-May-1994,,,,444.09,
27-May-1994,,,,447.73,
30-May-1994,,,,451.55,
31-May-1994,,,,450.68,
1-June-1994,,,,449.80,
2-June-1994,,,,456.55,
3-June-1994,,,,466.60,
6-June-1994,,,,474.62,
7-June-1994,,,,471.21,
8-June-1994,,,,470.98,
9-June-1994,,,,474.81,
10-June-1994,,,,479.93,
13-June-1994,,,,479.65,
14-June-1994,,,,480.69,
15-June-1994,,,,480.24,
16-June-1994,,,,482.36,
17-June-1994,,,,497.73,
20-June-1994,,,,506.08,
22-June-1994,,,,508.83,
23-June-1994,,,,505.42,
24-June-1994,,,,501.07,
27-June-1994,,,,496.69,
28-June-1994,,,,498.16,
29-June-1994,,,,494.15,
30-June-1994,,,,487.93,
1-July-1994,,,,491.25,
4-July-1994,,,,490.97,
5-July-1994,,,,489.82,
6-July-1994,,,,488.88,
7-July-1994,,,,485.53,
8-July-1994,,,,488.74,
11-July-1994,,,,488.62,
12-July-1994,,,,490.34,
13-July-1994,,,,491.56,
14-July-1994,,,,488.96,
15-July-1994,,,,489.69,
18-July-1994,,,,487.83,
19-July-1994,,,,487.69,
20-July-1994,,,,485.26,
21-July-1994,,,,484.11,
22-July-1994,,,,485.14,
25-July-1994,,,,485.56,
26-July-1994,,,,484.92,
27-July-1994,,,,481.35,
28-July-1994,,,,482.68,
29-July-1994,,,,490.92,
1-August-1994,,,,502.57,
2-August-1994,,,,503.38,
3-August-1994,,,,499.93,
4-August-1994,,,,500.89,
5-August-1994,,,,501.61,
8-August-1994,,,,500.94,
9-August-1994,,,,501.51,
10-August-1994,,,,504.08,
11-August-1994,,,,504.21,
12-August-1994,,,,518.61,
16-August-1994,,,,524.86,
17-August-1994,,,,524.84,
18-August-1994,,,,521.92,
19-August-1994,,,,518.06,
24-August-1994,,,,515.68,
25-August-1994,,,,513.02,
29-August-1994,,,,522.71,
31-August-1994,,,,527.63,
1-September-1994,,,,525.56,
2-September-1994,,,,523.63,
5-September-1994,,,,518.83,
6-September-1994,,,,519.72,
7-September-1994,,,,522.05,
8-September-1994,,,,522.43,
12-September-1994,,,,515.02,
13-September-1994,,,,526.02,
14-September-1994,,,,526.30,
15-September-1994,,,,523.78,
16-September-1994,,,,524.01,
19-September-1994,,,,519.78,
20-September-1994,,,,512.25,
21-September-1994,,,,508.56,
22-September-1994,,,,504.55,
23-September-1994,,,,508.17,
27-September-1994,,,,503.05,
28-September-1994,,,,499.03,
29-September-1994,,,,497.38,
30-September-1994,,,,488.51,
3-October-1994,,,,489.69,
4-October-1994,,,,492.33,
5-October-1994,,,,490.66,
6-October-1994,,,,493.05,
7-October-1994,,,,496.52,
10-October-1994,,,,495.59,
11-October-1994,,,,495.36,
12-October-1994,,,,491.87,
14-October-1994,,,,492.65,
17-October-1994,,,,491.50,
18-October-1994,,,,488.52,
19-October-1994,,,,486.72,
20-October-1994,,,,484.18,
21-October-1994,,,,484.88,
24-October-1994,,,,484.24,
25-October-1994,,,,486.56,
26-October-1994,,,,486.89,
27-October-1994,,,,482.73,
28-October-1994,,,,478.48,
31-October-1994,,,,476.77,
3-November-1994,,,,483.49,
7-November-1994,,,,481.26,
8-November-1994,,,,478.96,
9-November-1994,,,,471.71,
10-November-1994,,,,467.40,
11-November-1994,,,,462.92,
14-November-1994,,,,458.53,
15-November-1994,,,,457.08,
16-November-1994,,,,462.10,
17-November-1994,,,,467.01,
21-November-1994,,,,468.45,
22-November-1994,,,,466.57,
23-November-1994,,,,464.12,
24-November-1994,,,,465.30,
25-November-1994,,,,467.76,
29-November-1994,,,,470.42,
30-November-1994,,,,470.83,
1-December-1994,,,,467.63,
2-December-1994,,,,465.50,
5-December-1994,,,,462.64,
6-December-1994,,,,457.65,
7-December-1994,,,,448.73,
8-December-1994,,,,444.57,
9-December-1994,,,,444.65,
12-December-1994,,,,437.66,
13-December-1994,,,,432.13,
14-December-1994,,,,434.07,
15-December-1994,,,,438.43,
16-December-1994,,,,444.43,
19-December-1994,,,,443.30,
20-December-1994,,,,440.36,
21-December-1994,,,,441.74,
22-December-1994,,,,440.64,
23-December-1994,,,,442.50,
2-January-1995,,,,441.57,
3-January-1995,,,,439.99,
4-January-1995,,,,436.33,
5-January-1995,,,,431.22,
6-January-1995,,,,427.32,
9-January-1995,,,,419.61,
10-January-1995,,,,410.95,
11-January-1995,,,,407.39,
12-January-1995,,,,408.06,
13-January-1995,,,,408.49,
16-January-1995,,,,412.18,
17-January-1995,,,,413.51,
18-January-1995,,,,413.54,
19-January-1995,,,,414.27,
20-January-1995,,,,411.14,
23-January-1995,,,,401.00,
24-January-1995,,,,392.94,
25-January-1995,,,,392.76,
27-January-1995,,,,393.95,
30-January-1995,,,,398.80,
31-January-1995,,,,401.05,
1-February-1995,,,,400.63,
2-February-1995,,,,401.58,
3-February-1995,,,,402.99,
6-February-1995,,,,399.74,
7-February-1995,,,,396.46,
8-February-1995,,,,393.05,
9-February-1995,,,,391.50,
10-February-1995,,,,389.78,
13-February-1995,,,,388.22,
14-February-1995,,,,386.57,
15-February-1995,,,,386.01,
16-February-1995,,,,379.08,
17-February-1995,,,,374.94,
20-February-1995,,,,371.14,
21-February-1995,,,,364.70,
22-February-1995,,,,359.50,
23-February-1995,,,,370.61,
24-February-1995,,,,381.85,
28-February-1995,,,,378.84,
1-March-1995,,,,383.13,
2-March-1995,,,,389.04,
3-March-1995,,,,390.94,
6-March-1995,,,,391.42,
7-March-1995,,,,390.62,
8-March-1995,,,,388.19,
9-March-1995,,,,387.52,
10-March-1995,,,,393.14,
13-March-1995,,,,384.14,
14-March-1995,,,,385.82,
15-March-1995,,,,382.13,
16-March-1995,,,,378.43,
23-March-1995,,,,371.80,
24-March-1995,,,,369.87,
27-March-1995,,,,370.08,
28-March-1995,,,,371.75,
29-March-1995,,,,368.77,
30-March-1995,,,,369.14,
31-March-1995,,,,367.97,
3-April-1995,,,,369.56,
4-April-1995,,,,373.84,
5-April-1995,,,,378.84,
6-April-1995,,,,382.53,
7-April-1995,,,,384.52,
10-April-1995,,,,382.51,
17-April-1995,,,,381.66,
18-April-1995,,,,377.63,
19-April-1995,,,,373.79,
20-April-1995,,,,371.12,
21-April-1995,,,,371.29,
24-April-1995,,,,366.52,
25-April-1995,,,,361.37,
26-April-1995,,,,359.55,
27-April-1995,,,,354.33,
28-April-1995,,,,348.47,
2-May-1995,,,,338.11,
3-May-1995,,,,339.78,
4-May-1995,,,,343.68,
5-May-1995,,,,349.61,
8-May-1995,,,,350.55,
9-May-1995,,,,351.81,
10-May-1995,,,,354.10,
12-May-1995,,,,350.76,
15-May-1995,,,,347.87,
16-May-1995,,,,346.74,
17-May-1995,,,,351.05,
18-May-1995,,,,355.75,
19-May-1995,,,,358.92,
22-May-1995,,,,354.29,
23-May-1995,,,,352.50,
24-May-1995,,,,350.67,
25-May-1995,,,,349.49,
