"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"22-Apr-2013","     4531.75","     4581.05","     4531.75","     4574.40","      593373532","        10757.00"
"23-Apr-2013","     4581.05","     4581.05","     4540.60","     4572.40","      544324030","         9451.90"
"25-Apr-2013","     4586.15","     4628.25","     4586.15","     4624.30","      678171060","        14980.31"
"26-Apr-2013","     4615.95","     4620.65","     4583.95","     4591.65","      497774791","        10732.18"
"29-Apr-2013","     4595.55","     4628.15","     4593.00","     4620.90","      470178715","         9034.44"
"30-Apr-2013","     4640.05","     4658.35","     4595.20","     4641.75","      551857569","        11563.15"
"02-May-2013","     4630.40","     4706.40","     4630.40","     4695.05","      562600174","        12116.38"
"03-May-2013","     4692.10","     4696.60","     4651.05","     4659.10","      573313452","        11336.71"
"06-May-2013","     4659.55","     4688.30","     4652.25","     4685.60","      467999582","         8541.48"
"07-May-2013","     4694.70","     4741.60","     4694.70","     4737.55","      518889030","        10108.59"
"08-May-2013","     4751.70","     4760.85","     4725.25","     4754.45","      524008420","         9415.12"
"09-May-2013","     4760.00","     4764.00","     4731.10","     4737.70","      495415859","         9505.20"
"10-May-2013","     4735.60","     4774.40","     4735.60","     4769.20","      451334686","         9142.37"
"11-May-2013","     4765.10","     4783.80","     4765.10","     4779.75","       57038822","          836.97"
"13-May-2013","     4773.90","     4776.45","     4684.35","     4689.75","      425934801","         8009.17"
"14-May-2013","     4694.80","     4721.50","     4684.35","     4702.50","      407804938","         8449.30"
"15-May-2013","     4718.55","     4815.05","     4718.55","     4810.95","      617235740","        12256.21"
